EmployeeID,Age,Gender,Department,Tenure,PerformanceScore,JobSatisfaction,EngagementScore,TrainingHours,PromotionLastYear,Turnover
2161,59,M,Finance,7,4.8,4.3,2.0,12,Yes,1
2162,59,M,Finance,9,3.0,3.2,4.9,69,No,1
2163,51,M,Finance,5,3.2,2.5,2.7,5,No,1
2164,62,M,HR,4,4.2,4.5,2.7,39,Yes,1
2165,47,F,Marketing,9,3.7,3.2,2.1,50,No,0
2166,36,F,HR,1,2.9,1.0,3.5,3,Yes,0
2167,20,M,Finance,9,3.2,1.5,3.1,65,No,0
2168,31,M,IT,6,1.7,4.8,4.9,99,No,1
2169,63,F,Finance,8,1.9,3.4,2.0,97,No,0
2170,42,M,IT,7,1.3,4.9,4.6,69,Yes,0
2171,21,F,Finance,3,2.7,4.1,3.9,10,No,1
2172,62,M,IT,9,3.5,2.8,4.0,41,Yes,0
2173,50,F,Sales,4,2.4,4.7,4.2,98,No,0
2174,62,M,IT,4,1.0,2.7,3.0,34,Yes,1
2175,57,F,HR,2,3.4,1.2,2.3,98,No,1
2176,55,M,Marketing,4,4.2,1.1,1.9,88,No,1
2177,47,M,Sales,4,1.4,4.4,2.8,99,No,1
2178,58,F,Finance,6,2.9,2.1,2.8,86,No,0
2179,34,M,Finance,2,3.2,3.4,1.8,45,Yes,0
2180,18,F,Marketing,6,1.4,4.5,4.3,79,No,0
2181,49,F,Finance,6,4.8,3.4,4.5,18,Yes,1
2182,58,M,Marketing,6,4.2,1.5,3.6,74,Yes,1
2183,24,M,HR,5,4.7,1.9,2.1,94,No,0
2184,33,M,Marketing,5,3.2,1.1,2.9,16,No,0
2185,18,M,HR,1,4.3,1.7,2.8,38,Yes,0
2186,44,F,HR,8,3.9,4.5,3.3,77,No,1
2187,25,F,IT,3,3.9,1.0,4.0,75,No,1
2188,28,F,Finance,9,1.4,3.8,3.5,47,No,1
2189,53,M,HR,4,4.3,3.1,2.7,25,Yes,1
2190,51,F,HR,5,3.8,3.0,2.9,11,No,0
2191,47,M,Sales,1,2.7,1.7,2.3,81,Yes,1
2192,25,F,Finance,2,2.4,2.8,2.8,11,Yes,1
2193,19,F,Finance,2,3.7,4.0,2.0,2,Yes,0
2194,42,F,Finance,6,3.5,2.4,3.2,12,Yes,0
2195,33,F,Marketing,6,2.5,2.6,4.6,31,No,1
2196,48,M,IT,9,2.7,1.9,2.6,53,No,1
2197,45,M,Marketing,7,4.1,2.1,4.8,42,No,1
2198,30,F,Marketing,5,2.9,4.4,2.3,64,Yes,0
2199,25,F,Finance,7,1.4,1.4,3.3,28,No,1
2200,45,M,Sales,2,2.2,1.2,4.8,39,No,1
2201,21,M,IT,7,4.5,3.8,2.7,12,No,1
2202,36,M,Marketing,7,4.3,3.9,1.9,65,No,0
2203,40,F,Sales,4,3.4,1.6,1.4,67,No,1
2204,56,M,Sales,1,3.4,4.6,1.6,48,Yes,1
2205,29,F,Finance,8,1.8,1.2,3.6,88,Yes,0
2206,27,F,HR,1,3.6,2.4,1.8,22,Yes,0
2207,23,F,Finance,6,1.2,2.7,3.4,95,No,0
2208,18,M,Finance,1,4.9,2.6,2.1,64,Yes,0
2209,58,M,Marketing,6,4.5,2.9,2.9,79,Yes,1
2210,38,M,Sales,3,3.5,3.6,2.1,85,No,0
2211,37,M,IT,1,4.3,2.3,4.0,61,Yes,0
2212,61,M,Finance,9,1.3,2.4,3.5,34,Yes,0
2213,33,F,Sales,2,1.5,3.4,1.9,50,Yes,1
2214,63,F,HR,4,4.0,3.1,2.4,68,Yes,1
2215,37,F,Finance,1,2.5,1.9,4.5,49,Yes,1
2216,21,M,IT,9,4.7,3.7,4.9,85,No,1
2217,29,F,Marketing,1,4.8,3.1,2.9,91,Yes,0
2218,43,M,IT,4,1.7,4.4,2.2,14,No,0
2219,48,F,Finance,8,2.1,3.8,4.6,3,Yes,0
2220,43,M,Marketing,1,1.7,1.3,1.8,39,No,0
2221,47,F,IT,3,1.1,4.1,2.5,95,Yes,1
2222,41,M,HR,5,1.8,3.3,2.9,29,No,1
2223,22,M,IT,2,1.5,1.4,3.0,69,Yes,1
2224,34,M,HR,5,1.5,3.7,3.0,32,Yes,0
2225,33,F,IT,2,4.6,4.1,4.5,62,No,1
2226,33,F,Finance,6,3.3,4.6,4.5,0,No,1
2227,46,M,Marketing,8,2.1,4.5,1.4,68,No,0
2228,37,M,HR,2,1.9,2.9,2.4,92,Yes,0
2229,51,M,IT,7,3.0,1.7,3.4,81,Yes,0
2230,58,M,Marketing,3,3.1,2.0,3.3,36,Yes,0
2231,43,F,Finance,7,4.0,2.0,3.7,92,No,0
2232,48,F,Sales,1,1.8,1.2,5.0,61,No,0
2233,43,F,Marketing,3,1.8,1.7,3.5,13,Yes,1
2234,32,M,HR,5,2.5,1.8,4.2,52,Yes,0
2235,23,F,HR,1,3.9,1.2,1.5,53,No,1
2236,51,M,HR,1,2.6,1.2,4.3,84,Yes,1
2237,30,M,HR,2,1.7,2.7,1.4,37,Yes,0
2238,19,F,IT,8,3.4,1.9,1.5,19,Yes,1
2239,48,M,Marketing,5,5.0,4.1,1.0,93,Yes,0
2240,32,M,HR,7,3.1,3.0,3.2,18,No,0
2241,20,F,Marketing,9,3.6,1.2,3.9,64,Yes,1
2242,25,M,HR,7,1.6,4.6,3.1,90,Yes,1
2243,52,M,HR,2,2.6,4.5,1.8,73,Yes,1
2244,32,M,IT,3,4.8,2.4,3.5,21,Yes,0
2245,60,F,IT,8,3.1,2.0,2.1,68,Yes,0
2246,36,F,Sales,2,2.7,1.1,4.4,6,No,0
2247,20,F,HR,5,3.3,1.1,3.6,15,No,0
2248,38,F,Finance,4,1.6,1.2,3.8,83,No,0
2249,39,F,Marketing,6,2.4,4.3,4.7,50,Yes,1
2250,43,M,HR,3,1.3,1.8,3.8,73,Yes,1
2251,23,M,HR,7,1.9,1.8,4.1,60,Yes,0
2252,58,M,Sales,2,4.9,3.6,2.1,88,No,1
2253,18,F,Sales,6,1.1,3.7,3.4,37,Yes,1
2254,18,M,HR,3,1.1,3.8,1.4,0,No,1
2255,20,M,Sales,1,4.8,1.3,2.4,0,Yes,1
2256,47,M,Marketing,9,4.7,2.6,1.6,61,Yes,1
2257,33,F,Marketing,1,3.8,1.0,1.6,63,Yes,1
2258,41,M,Finance,3,4.4,2.9,2.1,4,Yes,1
2259,41,F,Marketing,3,1.8,2.7,1.7,46,Yes,1
2260,61,M,HR,7,1.9,1.9,2.1,40,Yes,1
2261,51,F,Marketing,8,1.2,2.5,3.5,3,No,0
2262,54,F,Sales,5,3.5,4.1,3.6,4,Yes,0
2263,60,M,HR,3,4.0,3.2,1.1,94,No,1
2264,64,M,IT,8,1.0,4.3,2.7,94,No,1
2265,34,M,IT,9,3.5,1.8,1.7,13,Yes,0
2266,60,M,IT,5,4.1,2.4,2.5,1,No,1
2267,26,F,Sales,4,4.5,3.6,4.6,66,Yes,1
2268,26,M,Marketing,9,1.8,2.5,3.1,49,Yes,1
2269,40,M,IT,2,2.2,2.0,1.2,76,Yes,1
2270,21,F,Finance,5,4.1,2.0,4.4,0,No,1
2271,57,M,IT,1,4.3,1.5,2.6,18,Yes,0
2272,45,M,IT,3,1.5,3.5,3.9,8,Yes,1
2273,36,F,HR,6,1.8,2.2,3.7,55,No,0
2274,41,M,IT,4,2.3,2.1,4.8,84,No,1
2275,40,F,HR,6,4.5,4.6,3.4,26,No,0
2276,43,M,IT,4,1.3,3.7,3.3,37,No,1
2277,63,M,Sales,7,1.6,1.5,1.0,28,Yes,0
2278,35,F,Sales,7,2.4,3.5,2.4,6,No,0
2279,28,F,Finance,7,3.6,1.5,4.6,31,Yes,0
2280,22,F,Finance,9,4.5,3.0,4.7,34,Yes,0
2281,60,F,HR,7,4.9,1.4,4.2,49,No,1
2282,44,M,Sales,4,3.6,2.5,1.8,96,Yes,1
2283,35,M,IT,9,3.2,1.4,4.1,68,Yes,0
2284,57,M,Sales,6,4.8,3.0,1.7,53,Yes,1
2285,32,M,HR,1,3.2,3.5,4.2,23,Yes,0
2286,46,M,Marketing,3,4.3,4.3,1.4,29,No,0
2287,42,M,Finance,5,2.2,4.8,3.6,23,No,0
2288,54,M,Sales,7,1.2,4.7,1.5,64,No,1
2289,30,F,IT,2,4.8,4.2,2.4,73,Yes,1
2290,48,F,HR,6,4.5,1.9,1.7,27,No,1
2291,26,F,Marketing,1,2.6,4.5,2.5,42,No,1
2292,64,F,IT,1,3.5,4.4,1.1,15,No,0
2293,45,F,Sales,5,2.7,4.6,3.1,65,No,1
2294,32,M,Sales,1,3.5,2.5,3.7,1,Yes,0
2295,63,F,Marketing,1,1.5,4.6,1.1,67,No,1
2296,57,F,Marketing,9,1.2,2.4,4.5,20,Yes,0
2297,52,F,IT,5,4.8,2.6,2.3,37,No,0
2298,27,F,HR,8,3.8,3.4,2.8,95,No,1
2299,22,F,Sales,4,3.8,4.9,3.8,78,Yes,0
2300,56,F,Marketing,6,1.7,1.9,4.6,94,No,1
2301,60,F,HR,1,3.6,4.7,3.7,26,No,1
2302,42,M,Sales,2,2.0,1.5,4.9,10,No,0
2303,29,M,HR,3,2.7,1.1,3.0,69,Yes,0
2304,21,F,Finance,9,2.8,4.3,3.3,75,Yes,0
2305,35,M,IT,1,3.6,1.8,4.4,29,No,0
2306,52,F,Marketing,9,4.8,2.5,2.6,82,Yes,1
2307,18,F,HR,1,4.5,1.5,2.6,37,No,0
2308,20,F,Marketing,6,2.5,2.6,3.1,17,Yes,0
2309,33,M,Finance,1,2.2,4.0,3.7,60,No,1
2310,64,F,Finance,8,1.4,2.5,2.4,43,Yes,0
2311,46,M,Sales,9,5.0,3.5,1.3,22,Yes,0
2312,45,F,Marketing,3,4.9,2.6,3.5,9,No,1
2313,53,F,Marketing,3,1.1,2.4,2.8,39,Yes,1
2314,19,M,Marketing,1,2.0,4.6,2.4,29,No,1
2315,24,F,Sales,1,1.5,1.1,3.3,61,No,0
2316,29,M,Sales,9,2.3,4.6,2.6,13,No,1
2317,60,M,Marketing,2,2.3,2.3,1.3,30,Yes,0
2318,23,M,IT,6,3.1,2.4,2.1,45,Yes,1
2319,24,F,Finance,8,1.7,3.1,4.9,5,No,0
2320,23,M,Finance,4,1.9,1.8,2.8,21,Yes,0
2321,57,M,Sales,9,2.1,1.9,1.8,62,No,1
2322,54,F,IT,6,3.3,5.0,4.7,72,No,0
2323,30,M,IT,9,3.0,4.8,4.7,22,Yes,0
2324,41,M,Sales,7,3.5,2.9,2.4,53,No,1
2325,42,F,Finance,3,3.3,4.2,1.4,19,Yes,0
2326,61,M,Finance,9,1.0,3.5,3.6,10,Yes,0
2327,43,F,IT,8,3.0,3.5,4.8,57,Yes,1
2328,63,M,Marketing,4,3.5,1.8,3.0,17,Yes,1
2329,33,M,HR,7,2.8,3.7,4.3,62,Yes,1
2330,58,M,Finance,9,3.9,1.4,2.1,12,Yes,1
2331,23,F,HR,5,2.4,3.4,1.7,6,Yes,1
2332,33,F,IT,5,2.5,5.0,2.0,84,Yes,0
2333,51,M,IT,3,4.1,1.5,4.8,44,No,1
2334,44,F,Sales,9,1.1,3.1,1.5,18,No,0
2335,53,M,Sales,5,1.5,4.1,1.1,76,Yes,0
2336,25,M,Finance,8,1.4,4.3,2.3,23,Yes,1
2337,27,M,IT,5,4.6,1.4,1.8,48,Yes,0
2338,35,F,IT,8,3.8,3.6,2.8,1,Yes,1
2339,37,M,Finance,6,5.0,3.4,4.9,81,Yes,1
2340,40,M,HR,1,5.0,2.2,3.1,67,No,1
2341,62,F,Marketing,4,3.3,3.0,1.2,32,No,1
2342,63,M,Finance,2,2.7,4.4,2.2,85,No,0
2343,28,M,IT,4,2.1,3.2,2.5,28,Yes,1
2344,18,F,Finance,8,4.8,1.8,1.6,45,No,1
2345,60,F,Finance,9,2.0,1.8,1.2,28,No,1
2346,28,F,IT,4,1.5,2.8,4.3,6,Yes,0
2347,56,M,HR,2,4.2,2.0,2.2,35,No,1
2348,57,F,Sales,8,1.9,4.6,1.3,82,Yes,1
2349,59,F,Finance,6,4.9,5.0,2.5,23,Yes,1
2350,22,F,HR,9,3.8,2.1,2.4,63,Yes,1
2351,62,F,HR,8,1.1,2.6,4.9,76,Yes,1
2352,48,M,IT,7,3.3,1.5,1.1,70,Yes,1
2353,64,M,Finance,8,3.8,3.1,4.6,57,Yes,1
2354,39,M,Finance,9,2.4,1.5,3.7,11,Yes,0
2355,49,M,HR,1,1.8,4.8,1.3,1,Yes,0
2356,43,M,Marketing,1,2.5,3.4,1.3,23,Yes,1
2357,60,M,HR,5,1.8,1.4,4.5,34,Yes,0
2358,29,F,IT,1,1.3,1.6,1.8,58,Yes,1
2359,57,F,Marketing,4,1.5,1.7,2.5,86,No,0
2360,38,F,Finance,8,3.7,2.8,1.3,97,No,0
2361,47,F,Finance,6,4.4,4.2,2.7,16,Yes,0
2362,32,M,IT,2,3.0,1.8,3.6,72,Yes,1
2363,36,M,HR,9,3.7,2.0,2.5,35,Yes,0
2364,37,M,IT,3,4.9,4.7,4.6,21,No,0
2365,60,F,IT,4,3.1,2.8,4.9,44,No,0
2366,21,M,Finance,3,1.4,4.9,1.4,10,Yes,1
2367,56,F,Marketing,7,3.6,3.0,1.7,90,No,1
2368,56,M,Sales,4,3.9,3.3,3.7,8,Yes,1
2369,42,M,Marketing,3,2.5,1.2,4.0,54,No,0
2370,33,F,Finance,6,1.4,1.4,1.7,81,No,1
2371,38,M,Finance,5,3.7,3.2,2.4,58,No,0
2372,18,F,HR,3,4.4,2.4,4.1,92,No,1
2373,61,M,Sales,4,3.5,1.8,1.0,3,No,0
2374,19,M,Finance,8,4.1,4.6,4.0,65,Yes,0
2375,18,M,IT,3,4.9,1.8,3.3,14,Yes,1
2376,23,M,Sales,7,3.6,3.7,1.6,53,Yes,1
2377,38,M,Finance,7,1.4,4.7,3.2,33,No,0
2378,44,M,IT,8,2.9,2.7,1.5,77,Yes,1
2379,59,M,Marketing,5,4.5,2.4,1.9,13,No,0
2380,19,M,Sales,6,1.6,1.9,2.2,64,Yes,0
2381,35,F,Finance,2,3.3,2.7,2.8,91,No,0
2382,61,M,IT,4,2.8,3.2,3.3,15,Yes,1
2383,55,F,Sales,1,4.6,1.1,2.7,3,Yes,1
2384,38,F,HR,9,2.6,1.5,4.9,78,No,0
2385,61,M,Finance,7,1.9,4.3,1.3,91,Yes,0
2386,56,F,Sales,8,1.8,2.3,1.9,57,Yes,0
2387,55,M,HR,6,4.4,3.4,1.9,33,Yes,0
2388,28,M,Sales,6,2.6,3.9,4.4,20,No,0
2389,22,F,Finance,2,2.7,1.9,1.2,12,No,1
2390,39,M,Finance,3,3.7,3.6,3.9,63,Yes,1
2391,51,F,Marketing,9,2.6,4.0,4.7,40,No,1
2392,39,F,Sales,7,4.7,1.8,2.9,37,No,0
2393,24,F,Sales,5,3.7,3.1,3.5,21,No,0
2394,29,F,IT,9,3.3,4.4,2.2,12,No,1
2395,42,M,Marketing,9,4.2,4.7,4.7,25,Yes,0
2396,26,F,Marketing,9,4.8,1.9,2.6,41,Yes,1
2397,45,F,Finance,4,2.6,2.7,3.8,53,No,1
2398,52,F,Sales,3,2.0,2.4,1.9,63,No,1
2399,39,M,Finance,7,1.8,2.3,2.5,35,Yes,0
2400,47,M,Marketing,6,3.3,3.5,2.2,24,No,1
2401,57,M,Sales,9,4.5,1.2,5.0,15,Yes,1
2402,49,M,IT,3,1.9,1.1,2.9,51,Yes,0
2403,31,F,HR,4,3.8,2.0,4.4,91,No,1
2404,24,F,IT,9,1.5,1.5,4.0,63,Yes,1
2405,20,M,Sales,3,4.8,3.9,2.0,22,No,0
2406,53,F,Sales,3,3.6,4.4,2.4,85,No,0
2407,27,M,Finance,3,1.6,3.1,1.9,72,No,1
2408,47,M,Sales,2,2.5,3.2,3.8,32,Yes,0
2409,18,F,Sales,2,1.8,2.3,1.8,77,Yes,1
2410,44,F,IT,7,3.7,2.8,2.2,32,No,0
2411,50,F,Finance,6,1.5,2.8,4.1,33,Yes,0
2412,63,M,Marketing,5,2.2,3.1,3.2,5,No,0
2413,53,M,HR,4,2.2,4.1,4.8,53,No,1
2414,36,F,Finance,9,2.9,2.2,4.9,6,No,0
2415,28,F,Finance,8,2.0,3.8,2.5,7,Yes,1
2416,51,F,Sales,4,3.2,3.3,2.7,32,Yes,0
2417,55,F,IT,5,3.8,3.3,2.4,51,No,0
2418,63,M,Finance,1,4.8,2.8,1.9,50,No,1
2419,40,M,Finance,8,3.6,1.4,4.5,17,No,0
2420,32,F,Finance,8,1.6,1.8,2.2,0,No,0
2421,20,M,Marketing,4,4.9,3.1,3.3,95,No,1
2422,22,F,HR,4,2.2,1.5,1.9,65,Yes,1
2423,18,F,HR,8,3.6,5.0,2.8,72,Yes,1
2424,48,F,Marketing,7,2.2,3.1,3.0,61,Yes,1
2425,41,F,Marketing,3,2.3,3.4,2.0,99,No,1
2426,33,M,IT,1,3.6,4.3,1.6,13,Yes,1
2427,59,M,Finance,9,1.4,4.0,2.6,71,No,0
2428,38,F,Marketing,3,4.1,4.9,4.1,53,No,1
2429,26,M,Finance,5,2.8,1.6,4.0,1,No,1
2430,44,M,IT,9,4.2,3.1,2.0,4,No,0
2431,21,M,Marketing,6,4.2,4.2,4.0,29,Yes,1
2432,30,M,Marketing,7,2.7,3.0,4.6,94,Yes,0
2433,34,M,IT,1,2.9,4.0,3.0,40,Yes,1
2434,30,M,IT,5,3.2,3.5,1.9,10,Yes,1
2435,18,F,Marketing,6,4.9,4.5,2.1,42,No,1
2436,19,M,Sales,7,3.0,2.3,1.4,52,Yes,1
2437,30,M,Marketing,3,1.8,4.0,4.8,27,No,0
2438,38,F,Sales,8,3.8,2.8,1.6,12,No,0
2439,37,F,IT,9,1.4,4.2,2.8,81,Yes,0
2440,45,F,HR,4,4.3,4.7,2.1,99,No,0
2441,37,F,Sales,1,1.9,1.8,2.7,83,No,1
2442,33,M,IT,8,1.8,2.8,3.0,49,Yes,0
2443,60,F,HR,8,2.6,4.6,5.0,42,No,0
2444,61,F,HR,6,1.5,2.7,1.0,77,Yes,0
2445,52,F,Marketing,7,1.1,4.8,1.8,26,No,1
2446,27,F,HR,8,4.7,4.0,1.1,16,Yes,1
2447,60,M,HR,3,1.2,3.2,1.9,31,Yes,0
2448,60,F,HR,8,3.4,1.6,4.7,19,Yes,0
2449,36,M,IT,1,2.6,2.7,3.6,14,No,0
2450,36,M,Finance,6,4.5,3.4,2.8,36,No,1
2451,44,F,IT,6,4.1,2.0,3.5,17,Yes,0
2452,21,F,IT,1,2.0,2.4,2.9,48,Yes,1
2453,49,M,Marketing,5,2.9,3.4,4.3,42,Yes,1
2454,56,F,Finance,6,2.7,1.1,2.4,59,Yes,0
2455,20,M,HR,6,2.5,2.8,4.3,23,No,0
2456,24,M,HR,3,2.7,4.9,4.7,72,Yes,1
2457,39,F,Finance,6,4.2,1.0,3.4,18,No,0
2458,60,F,IT,4,4.1,2.7,3.7,64,No,0
2459,63,M,Finance,4,4.5,2.6,4.9,90,Yes,1
2460,61,M,Sales,9,2.1,1.6,1.4,35,No,1
2461,56,M,Sales,2,4.1,2.8,1.7,7,No,0
2462,53,M,IT,4,2.5,3.0,3.8,53,Yes,1
2463,43,M,Sales,8,2.9,2.0,2.1,58,No,0
2464,55,M,Finance,5,2.3,4.1,2.2,95,No,1
2465,50,F,Sales,6,4.5,2.0,2.0,70,Yes,0
2466,50,M,Sales,7,1.1,3.6,1.7,37,No,1
2467,33,F,Sales,7,5.0,2.4,1.7,80,Yes,0
2468,22,M,HR,7,2.1,4.3,3.4,41,No,1
2469,21,M,Sales,8,2.4,4.7,4.3,93,No,1
2470,32,M,IT,6,3.1,4.0,2.5,92,Yes,1
2471,29,F,Marketing,8,3.7,3.6,4.0,94,Yes,0
2472,56,M,HR,7,3.6,1.6,4.4,5,No,0
2473,32,F,IT,6,3.4,2.3,2.9,72,No,1
2474,45,M,Sales,4,2.7,1.7,1.3,91,No,1
2475,55,F,Finance,8,3.8,1.3,2.8,7,Yes,1
2476,51,M,Sales,9,1.7,3.7,1.6,73,Yes,0
2477,31,M,Marketing,9,3.5,2.4,1.0,53,No,0
2478,20,F,Marketing,3,4.4,3.7,4.5,52,No,0
2479,42,M,Marketing,2,3.4,3.0,1.3,58,Yes,1
2480,53,M,Finance,1,4.2,2.2,2.9,17,No,0
2481,33,M,Sales,4,4.7,1.6,2.3,56,No,0
2482,42,M,Finance,7,2.7,4.1,4.2,3,No,1
2483,50,M,HR,1,3.4,3.7,1.3,7,No,0
2484,41,F,Sales,9,2.8,3.3,2.3,44,No,0
2485,24,M,Sales,9,4.4,2.8,3.7,20,Yes,1
2486,22,F,Marketing,5,4.1,1.1,3.4,73,Yes,0
2487,22,F,Marketing,5,4.4,2.8,4.2,90,No,0
2488,32,F,IT,9,3.8,4.5,4.8,46,Yes,1
2489,61,M,Sales,7,3.9,2.3,2.1,87,Yes,0
2490,18,M,IT,9,4.7,2.1,2.6,30,Yes,1
2491,20,F,Sales,4,1.7,2.6,1.2,71,No,0
2492,54,F,Finance,2,4.3,3.6,1.9,8,No,0
2493,55,F,Finance,9,2.8,1.1,2.7,33,No,1
2494,22,M,Marketing,8,2.1,1.5,4.8,60,Yes,0
2495,40,M,Marketing,1,2.8,3.0,3.8,75,No,0
2496,54,M,HR,5,4.6,2.8,2.9,88,No,0
2497,25,M,IT,6,2.2,4.9,2.8,20,No,1
2498,28,M,Sales,2,4.5,1.7,3.4,35,No,1
2499,24,F,IT,5,1.9,3.7,3.6,52,No,1
2500,54,F,HR,5,1.1,1.8,3.2,74,Yes,0
2501,44,F,Finance,9,1.5,4.1,2.6,92,Yes,0
2502,40,F,Sales,3,2.0,4.4,3.7,17,Yes,0
2503,57,F,Marketing,2,5.0,5.0,2.0,58,No,0
2504,40,M,Sales,6,2.8,2.4,1.9,16,Yes,1
2505,20,M,Marketing,4,3.5,2.4,1.6,87,No,0
2506,47,M,IT,6,1.6,2.9,4.2,39,No,0
2507,20,F,Marketing,5,1.9,1.6,1.7,68,No,0
2508,62,M,Marketing,4,4.5,1.1,2.0,31,Yes,0
2509,52,F,Sales,9,2.8,1.4,2.0,28,Yes,0
2510,29,M,HR,7,3.3,1.4,5.0,39,No,1
2511,52,F,Finance,9,1.4,2.1,3.8,45,Yes,0
2512,58,M,HR,2,2.1,4.1,1.9,78,No,1
2513,35,M,Sales,3,2.1,4.2,1.0,60,No,1
2514,55,M,Sales,7,2.4,1.1,3.1,52,Yes,0
2515,26,F,HR,4,2.4,2.1,1.4,18,Yes,1
2516,46,F,HR,8,2.5,1.6,1.1,5,No,1
2517,31,F,Marketing,9,3.3,4.7,4.2,71,No,0
2518,55,F,Finance,5,1.4,2.1,2.6,3,Yes,1
2519,44,F,Marketing,1,2.9,3.1,4.6,87,Yes,1
2520,35,M,Sales,1,2.5,3.5,1.7,30,Yes,0
2521,22,F,HR,9,2.8,4.7,4.9,98,Yes,1
2522,38,F,Sales,2,4.8,2.5,4.5,59,No,1
2523,23,M,Sales,3,1.8,4.9,3.5,40,No,1
2524,20,F,Finance,3,1.1,4.9,1.9,18,Yes,1
2525,34,F,Marketing,1,2.4,1.9,1.4,37,Yes,1
2526,33,M,Finance,6,2.3,3.1,3.6,3,No,1
2527,58,F,Sales,2,4.9,2.8,4.8,87,No,1
2528,22,M,HR,3,3.8,4.4,4.6,37,No,1
2529,58,M,Marketing,9,4.8,1.2,1.8,35,No,1
2530,33,M,IT,5,4.4,4.3,3.4,99,Yes,0
2531,23,M,IT,7,1.5,3.2,2.3,7,No,1
2532,44,M,Marketing,4,4.5,4.5,1.9,47,No,0
2533,51,F,Marketing,4,3.0,4.7,4.5,94,Yes,0
2534,33,M,HR,2,1.7,1.1,2.5,16,Yes,1
2535,42,F,IT,6,2.8,2.7,1.9,20,No,0
2536,50,M,Marketing,1,4.2,2.5,4.1,42,No,1
2537,28,M,IT,4,3.8,2.9,4.4,29,No,0
2538,34,F,Marketing,8,1.4,4.4,4.2,33,Yes,1
2539,30,F,HR,9,2.7,4.9,1.2,92,Yes,0
2540,43,M,IT,4,3.2,3.9,4.4,43,No,1
2541,49,M,HR,2,1.4,1.6,2.0,31,No,1
2542,58,F,Finance,5,3.6,2.5,1.8,91,Yes,1
2543,38,F,HR,3,2.5,4.8,2.6,44,No,1
2544,28,F,HR,4,2.5,3.1,1.8,17,No,1
2545,44,F,Marketing,3,3.2,2.3,1.4,73,No,1
2546,28,F,IT,9,2.8,2.7,4.8,23,Yes,1
2547,21,M,IT,7,2.4,4.3,4.0,42,Yes,1
2548,61,F,Sales,8,4.6,2.3,2.1,44,Yes,0
2549,52,M,HR,8,1.6,1.5,4.1,31,Yes,1
2550,50,M,Marketing,7,1.2,4.5,2.7,7,Yes,0
2551,64,F,Marketing,6,4.2,5.0,4.0,16,No,0
2552,40,F,Marketing,5,1.8,3.9,1.7,94,No,1
2553,58,F,HR,6,5.0,1.2,4.4,94,Yes,0
2554,24,M,IT,2,2.7,2.8,2.7,8,Yes,0
2555,53,M,Sales,2,1.2,2.4,4.3,2,No,1
2556,47,M,IT,9,2.7,4.1,2.3,0,Yes,1
2557,18,M,Finance,1,1.2,3.8,4.2,80,No,0
2558,29,M,Finance,7,1.0,1.7,3.7,28,Yes,1
2559,48,M,Finance,2,2.7,3.5,4.7,17,Yes,1
2560,50,M,Sales,5,2.7,2.4,2.6,79,Yes,1
2561,47,M,Finance,5,3.2,1.7,1.5,79,No,0
2562,45,M,Sales,3,1.1,3.9,1.3,33,Yes,1
2563,36,F,Marketing,6,2.3,1.9,2.2,36,Yes,0
2564,34,F,Marketing,7,1.6,1.7,2.7,67,No,0
2565,26,M,Finance,5,1.8,2.4,4.3,60,No,1
2566,26,F,HR,6,3.5,2.3,3.7,89,No,1
2567,47,M,HR,8,2.8,2.4,3.5,46,No,0
2568,49,F,Sales,6,4.3,4.8,1.8,99,Yes,0
2569,22,F,IT,6,3.3,1.6,2.0,16,Yes,1
2570,39,M,Finance,4,3.1,3.7,1.5,86,No,1
2571,58,F,Finance,8,4.6,2.1,1.2,72,No,0
2572,25,F,Finance,6,1.4,4.0,3.8,90,Yes,0
2573,63,F,IT,8,2.5,2.6,3.1,35,No,1
2574,59,M,Sales,7,4.9,1.4,4.4,46,Yes,0
2575,39,F,IT,9,3.8,4.3,3.3,77,Yes,1
2576,57,F,Sales,8,2.7,3.3,3.5,40,Yes,0
2577,40,M,Sales,5,1.7,4.3,2.5,1,Yes,0
2578,44,M,HR,2,1.6,1.7,5.0,35,No,0
2579,32,M,IT,4,1.7,1.5,2.7,41,Yes,1
2580,25,F,Finance,1,2.1,1.0,4.2,56,Yes,0
2581,37,M,HR,3,4.5,3.6,4.8,72,Yes,1
2582,41,M,Marketing,7,4.3,3.4,2.3,51,No,0
2583,30,M,Sales,5,2.9,1.5,1.8,40,Yes,0
2584,57,M,IT,3,3.4,3.0,4.2,37,Yes,0
2585,47,M,HR,3,1.6,2.6,3.3,79,Yes,1
2586,39,F,Sales,6,4.5,1.3,4.3,53,Yes,0
2587,54,M,HR,2,4.8,1.7,4.7,77,No,0
2588,60,F,Finance,9,2.0,1.6,4.4,64,Yes,0
2589,28,M,Finance,9,3.5,4.6,4.2,48,No,0
2590,21,M,Finance,7,5.0,4.4,4.9,42,No,0
2591,32,F,HR,4,3.8,3.8,3.7,22,Yes,0
2592,30,F,Finance,4,1.1,2.0,4.8,50,Yes,1
2593,47,F,Finance,9,1.6,4.2,4.0,10,Yes,0
2594,18,F,Finance,1,4.5,4.8,3.9,76,Yes,1
2595,64,M,Finance,6,4.8,1.3,3.0,17,No,1
2596,37,M,Sales,9,2.5,4.0,2.8,33,No,0
2597,20,M,Finance,6,1.7,3.6,1.1,44,No,0
