CustomerID,Age,Gender,Location,PurchaseFrequency,AvgOrderValue,TimeSinceLastPurchase,Churn
2315,42,M,"Port Lindseyhaven, Ohio",4,93.34,130,0
2316,22,F,"Lake Donald, Nevada",7,65.85,203,0
2317,57,F,"North James, Missouri",8,196.51,307,0
2318,59,M,"Margaretland, Maryland",3,164.11,85,0
2319,21,M,"Coreyfurt, Alaska",11,189.03,297,0
2320,34,F,"Williamtown, Ohio",9,71.52,246,0
2321,68,F,"Mackenziebury, Georgia",14,128.3,220,1
2322,19,M,"South Keith, Tennessee",6,44.25,59,0
2323,24,F,"Lake Elizabeth, Nebraska",7,95.78,352,0
2324,18,F,"South Scottport, West Virginia",1,22.99,166,1
2325,48,M,"Port Kathyburgh, South Dakota",5,48.38,166,1
2326,59,M,"South Matthewhaven, Oklahoma",13,30.33,218,1
2327,35,F,"Lake David, North Dakota",6,54.56,180,0
2328,24,M,"Rebeccaborough, Florida",8,78.43,209,0
2329,55,M,"East Karenstad, Vermont",6,67.51,182,1
2330,66,M,"New John, Florida",4,99.23,114,1
2331,36,M,"East Jacquelineland, Ohio",13,109.11,323,1
2332,21,F,"West Dustinstad, West Virginia",18,72.94,259,1
2333,30,M,"New Kelly, Michigan",10,172.76,44,0
2334,29,F,"Port Joseph, Arkansas",9,84.08,303,1
2335,69,F,"Amandaville, New Hampshire",16,145.5,244,1
2336,34,F,"Collinsview, Washington",6,140.35,91,0
2337,59,F,"East Isaiahville, Michigan",10,115.51,283,1
2338,68,F,"Natalieland, Colorado",4,169.82,324,0
2339,65,F,"East Angelafurt, South Dakota",3,185.81,194,0
2340,21,F,"Lindseyberg, Illinois",12,50.77,38,0
2341,41,F,"Lake Christopher, New Jersey",1,67.4,78,1
2342,52,M,"Clayburgh, Massachusetts",5,90.19,136,0
2343,37,F,"Port Jenniferfurt, Maine",2,115.74,161,0
2344,33,M,"Munozstad, Indiana",14,135.11,109,1
2345,51,M,"Lake Jonathan, North Dakota",10,129.02,73,0
2346,20,M,"New Melissaside, Florida",1,76.0,243,0
2347,18,M,"Rebeccahaven, New Jersey",9,128.02,360,0
2348,36,F,"South Laurie, Iowa",16,94.41,11,0
2349,51,F,"Leefort, Washington",15,76.08,64,0
2350,60,F,"Hallton, Minnesota",8,60.64,265,1
2351,53,M,"Foxfort, Wyoming",8,174.33,217,1
2352,44,F,"Erinview, Oklahoma",4,18.07,308,0
2353,36,M,"East Steven, Oregon",11,71.85,50,0
2354,62,M,"Aaronside, New Jersey",5,150.46,299,1
2355,55,M,"Port Austin, Minnesota",17,139.21,301,1
2356,49,M,"East Jameshaven, Arkansas",9,149.24,54,0
2357,48,F,"Mcdanielmouth, Ohio",19,135.8,191,1
2358,51,M,"West Matthew, Idaho",17,170.9,32,1
2359,27,M,"Sarahshire, Nebraska",7,71.39,358,1
2360,32,M,"Susanville, Maine",19,168.06,192,0
2361,69,M,"North Richard, Oklahoma",14,104.69,344,1
2362,63,F,"East Monica, Delaware",4,139.58,131,0
2363,53,M,"Jonside, Georgia",6,57.58,81,0
2364,41,F,"Lake Jayfurt, California",7,120.0,290,0
2365,62,F,"Brownfurt, Maryland",8,186.51,320,1
2366,23,F,"Michaelview, Louisiana",8,125.63,267,0
2367,19,F,"Port Brettland, Missouri",11,49.72,156,0
2368,54,F,"East Andrew, Kansas",6,68.02,306,0
2369,21,M,"Lake Marieside, Virginia",5,85.94,90,1
2370,32,M,"Chenstad, Alabama",19,183.45,250,0
2371,58,F,"South Jameschester, Nevada",13,153.3,50,0
2372,58,F,"Nielsenchester, Hawaii",13,92.46,364,1
2373,40,F,"East Michelle, Louisiana",1,187.27,296,1
2374,34,M,"Huffmanfort, Washington",16,178.16,332,1
2375,49,M,"Kellymouth, California",11,123.78,340,0
2376,24,F,"East William, Alaska",10,87.05,10,0
2377,38,M,"North Courtneyport, North Carolina",11,159.87,205,0
2378,60,F,"New John, Connecticut",6,50.15,277,0
2379,19,M,"Riveraton, Kansas",2,194.62,293,1
2380,31,M,"Port Jenniferport, Illinois",13,143.21,248,1
2381,61,F,"Port Kaitlynberg, California",3,89.07,71,1
2382,66,F,"Lake Julia, New Jersey",11,160.12,163,0
2383,18,F,"Schmidtburgh, Virginia",17,51.63,297,0
2384,23,M,"Turnershire, Louisiana",4,57.05,175,0
2385,25,M,"Mariaburgh, Alaska",3,104.92,273,0
2386,68,M,"East Troy, Washington",4,164.86,136,1
2387,36,F,"Sotoberg, Nebraska",15,38.45,51,0
2388,66,M,"Jordanville, Michigan",11,33.81,10,1
2389,20,F,"New Andrewburgh, Maine",2,54.99,205,0
2390,21,M,"Derrickhaven, Oregon",13,12.39,200,0
2391,22,F,"Webbfurt, South Dakota",16,160.37,336,0
2392,54,M,"Lisaside, Wyoming",17,19.94,122,1
2393,24,F,"Lake Jennifer, New Mexico",3,74.23,98,1
2394,51,F,"New Brandonland, Kentucky",12,152.46,137,0
2395,56,F,"New Cindyburgh, Maryland",5,156.09,69,0
2396,45,F,"Meyerfort, Arizona",5,185.12,265,1
2397,33,F,"Parkerview, Iowa",7,166.03,5,0
2398,25,F,"East Stevebury, Washington",16,39.67,361,0
2399,35,M,"Kristenshire, Nebraska",8,30.97,249,1
2400,30,M,"North Troyview, Wisconsin",10,36.38,293,0
2401,42,F,"Audreymouth, Arkansas",13,106.53,138,1
2402,24,F,"Reynoldsstad, Alabama",5,110.58,21,1
2403,29,F,"Christinamouth, Idaho",17,189.73,58,0
2404,41,M,"Perryfort, New York",16,24.75,6,0
2405,40,F,"Port Peter, Texas",9,85.18,165,0
2406,31,M,"Johnmouth, Maine",13,178.33,359,0
2407,54,F,"North Mistyhaven, Texas",5,169.09,6,1
2408,55,F,"Lake Sethmouth, North Carolina",1,109.91,33,0
2409,24,F,"West Melissachester, Kentucky",5,102.84,251,1
2410,28,F,"West Samantha, Arizona",5,54.75,130,1
2411,69,F,"New Travis, Oklahoma",5,31.09,143,0
2412,58,F,"Craigstad, Maryland",1,176.42,138,1
2413,69,F,"East Erik, Washington",8,169.15,32,0
2414,32,M,"West Erin, Florida",14,107.19,19,0
2415,45,M,"Port Mitchellshire, Delaware",11,64.22,156,0
2416,36,M,"Port Angela, Virginia",15,199.69,266,0
2417,69,F,"Taylormouth, Wisconsin",2,11.93,213,0
2418,49,F,"Fordchester, Michigan",17,180.63,107,1
2419,24,M,"Reyesberg, Vermont",12,194.93,284,0
2420,49,M,"Michaelhaven, Kentucky",10,60.21,107,0
2421,51,M,"Millerbury, Pennsylvania",16,129.2,245,1
2422,60,F,"Carterside, New Mexico",14,110.91,44,1
2423,30,M,"Mooreport, Maine",4,65.95,216,0
2424,29,M,"Robbinsbury, New York",10,114.35,27,1
2425,67,M,"Sherichester, Nevada",11,55.06,348,0
2426,23,F,"Devinview, California",6,134.86,360,1
2427,58,M,"Webbborough, Hawaii",19,78.67,58,1
2428,64,M,"Brianshire, Nebraska",15,99.08,61,0
2429,64,F,"Ryanburgh, Nevada",5,131.08,192,1
2430,54,M,"Lorifort, Maine",5,172.55,20,0
2431,20,F,"Lake Jacqueline, Utah",18,86.72,44,1
2432,25,F,"East Maria, Montana",3,81.88,133,1
2433,34,F,"Joneston, New Hampshire",6,128.71,87,1
2434,29,M,"Lake Eric, Idaho",6,98.17,357,1
2435,27,F,"Brookestad, Illinois",19,168.68,238,1
2436,34,F,"Morrisonmouth, Georgia",18,118.84,230,1
2437,20,M,"Josephton, Oklahoma",1,199.4,287,1
2438,60,M,"West Mollyborough, Washington",16,104.64,244,1
2439,57,M,"South Timothytown, Oklahoma",6,23.75,103,0
2440,33,M,"Port Kelly, Louisiana",6,178.07,337,1
2441,20,F,"Tyroneton, Maine",10,147.48,22,1
2442,43,M,"Lawsontown, Ohio",2,183.12,107,1
2443,69,F,"Clayhaven, South Dakota",3,116.36,144,1
2444,22,F,"Theresafurt, Louisiana",9,29.4,328,1
2445,51,F,"Brockborough, Florida",15,46.94,21,1
2446,67,F,"South Cheryl, West Virginia",3,183.8,56,0
2447,35,F,"Katherinechester, Maine",1,190.59,39,0
2448,31,M,"South Laura, Illinois",16,53.71,128,0
2449,23,M,"South Kellyton, Virginia",15,198.27,245,1
2450,42,M,"Port Dawnfurt, California",19,175.94,222,0
2451,29,M,"West Catherineview, Illinois",12,142.59,327,1
2452,60,F,"Danaberg, Minnesota",2,174.52,113,1
2453,48,F,"Bethtown, Tennessee",10,43.92,154,1
2454,49,M,"Waltonchester, Arizona",4,36.78,188,1
2455,38,F,"Lake Cynthia, Indiana",5,189.39,116,1
2456,48,F,"West Dawn, Nebraska",13,102.22,203,1
2457,45,F,"Johnsonmouth, New York",4,63.05,218,1
2458,47,M,"Velezton, Illinois",10,173.92,151,1
2459,68,F,"East Jeremy, Tennessee",5,115.24,234,0
2460,49,M,"Brendastad, North Carolina",6,142.09,194,1
2461,66,F,"Port Edwardfurt, West Virginia",4,79.29,54,1
2462,68,F,"Phillipberg, Alaska",8,22.36,57,1
2463,52,M,"Williamsfurt, Iowa",6,157.49,351,1
2464,24,F,"Harrisland, Nevada",11,144.91,123,1
2465,44,M,"South Jacquelineville, Nebraska",6,94.02,352,0
2466,21,M,"Averyborough, Illinois",8,184.04,343,1
2467,68,M,"West Rachel, Georgia",16,192.81,260,1
2468,38,M,"South Kayleeberg, Nevada",19,26.8,251,1
2469,32,M,"West Gregory, Connecticut",4,154.65,43,1
2470,38,M,"Lake Janetberg, Pennsylvania",9,100.76,349,0
2471,53,M,"Stonechester, Connecticut",19,46.47,297,1
2472,32,F,"Edwardsport, Oregon",1,129.37,116,1
2473,25,M,"Oconnorland, Wyoming",15,187.2,174,1
2474,67,M,"Erinberg, New Jersey",19,137.16,36,0
2475,22,F,"West Gabriellafurt, New Jersey",13,24.91,308,1
2476,53,M,"Hernandezland, Michigan",3,128.33,197,0
2477,39,F,"North Kevinchester, Missouri",13,16.69,88,1
2478,56,M,"North Juanton, Connecticut",5,174.63,26,0
2479,58,M,"Lake Lesliebury, Tennessee",15,151.97,228,1
2480,20,M,"Ashleyport, Arizona",5,198.09,248,0
2481,42,F,"Lake Angela, Minnesota",12,51.38,219,0
2482,18,M,"West Abigail, California",1,60.78,294,1
2483,68,F,"Barnesmouth, Ohio",4,127.9,102,1
2484,54,M,"West Mary, Delaware",11,112.53,180,0
2485,30,F,"East Jody, Wisconsin",18,177.83,224,1
2486,63,F,"Mendozaville, Georgia",7,44.73,255,1
2487,22,M,"Paulaview, Arizona",19,124.73,147,0
2488,61,M,"Grantborough, Mississippi",14,31.79,94,0
2489,46,M,"North Ryan, Alaska",9,48.93,49,0
2490,37,F,"West Rebeccafort, Tennessee",18,21.37,44,1
2491,47,M,"Port Cynthia, Colorado",3,106.91,83,0
2492,57,F,"South Tinamouth, New York",7,130.58,271,0
2493,57,F,"West Brian, Colorado",2,22.13,211,0
2494,60,M,"Smithview, South Carolina",7,30.81,81,1
2495,66,F,"South Jennifer, Kansas",14,96.56,243,0
2496,31,M,"Zacharymouth, Alabama",19,183.62,132,1
2497,45,F,"New Maryport, South Dakota",6,167.49,336,1
2498,18,F,"Lisabury, North Carolina",7,124.67,62,0
2499,41,M,"Deanmouth, Texas",3,174.37,258,0
2500,20,F,"Juanberg, Missouri",1,107.69,359,0
2501,66,F,"Juliatown, Texas",5,92.13,61,0
2502,39,F,"Kyleborough, Maryland",16,82.67,1,0
2503,35,F,"Haynesside, Washington",10,137.02,363,1
2504,23,F,"West Lisachester, New Jersey",13,81.4,186,1
2505,67,F,"East Aaronton, Nebraska",3,51.74,324,0
2506,48,M,"Figueroaport, Florida",3,16.15,112,0
2507,62,F,"Lake Johnmouth, Maryland",11,154.67,50,0
2508,22,M,"East Raymond, North Dakota",13,158.25,148,1
2509,22,M,"New Julie, Michigan",15,148.21,121,1
2510,51,M,"South Keithport, New Hampshire",7,138.15,233,1
2511,66,M,"Colemanchester, Illinois",8,169.81,307,0
2512,61,F,"West Antonioshire, Wyoming",18,57.11,13,1
2513,65,M,"Port Donaldhaven, New Hampshire",16,50.64,167,0
2514,57,M,"Lake Kimberlyburgh, Virginia",14,35.53,298,1
2515,53,M,"West Jacquelinefurt, Maine",9,168.63,208,0
2516,68,F,"Lake Vincent, Nevada",17,22.05,144,1
2517,29,F,"Port Kathleen, North Carolina",6,193.82,95,0
2518,25,F,"North Richardview, Nebraska",3,66.3,257,0
2519,66,M,"Thomasstad, Massachusetts",15,39.45,340,0
2520,54,M,"Edwardsmouth, California",6,139.99,22,0
2521,30,M,"Brownside, Oklahoma",14,37.53,190,0
2522,23,F,"Lake Kevinborough, Alabama",11,66.84,354,0
2523,39,M,"Lake Nicole, Vermont",16,164.98,60,1
2524,59,M,"Colemanland, Oklahoma",3,100.88,274,0
2525,36,F,"Garciamouth, Nebraska",8,191.3,259,0
2526,37,F,"Howellville, Florida",1,155.44,80,1
2527,52,M,"New Tara, Ohio",11,169.79,250,0
2528,35,F,"New Kyle, Iowa",17,107.26,197,0
2529,42,M,"Waltertown, Colorado",18,166.01,301,0
2530,48,F,"South Kristinastad, Iowa",7,31.06,274,0
2531,29,F,"Port Robertmouth, Pennsylvania",13,150.51,317,1
2532,29,M,"Port Christine, Nebraska",10,79.04,182,1
2533,27,M,"South April, West Virginia",16,150.09,178,0
2534,54,F,"North Jenny, Alabama",2,196.78,63,1
2535,23,F,"Lake Tiffany, Georgia",3,145.62,178,1
2536,25,F,"East Melissachester, Pennsylvania",19,27.4,150,1
2537,20,F,"Lawrencetown, Missouri",4,156.48,202,0
2538,24,F,"Marshallchester, Arizona",4,30.15,114,0
2539,57,M,"Port Tara, Indiana",13,130.45,142,1
2540,57,M,"Alvarezland, Wyoming",6,117.76,251,0
2541,44,F,"North Jasonborough, North Carolina",15,117.75,71,1
2542,47,M,"Clarkside, Tennessee",7,49.66,78,1
2543,45,M,"East Justinhaven, Michigan",12,50.33,119,1
2544,26,F,"Calebchester, North Carolina",14,113.12,181,1
2545,36,M,"South Thomas, Delaware",19,163.77,4,1
2546,26,M,"West Seanborough, Alabama",12,91.79,239,0
2547,39,F,"Rickberg, Pennsylvania",4,97.99,326,0
2548,65,M,"South Marcusshire, New York",14,63.16,304,0
2549,42,M,"Travismouth, South Carolina",10,112.87,128,0
2550,37,F,"Jacksonmouth, Wisconsin",19,68.31,273,1
2551,59,M,"West Lisaburgh, Ohio",9,157.9,157,0
2552,22,F,"Port Paul, Rhode Island",18,81.47,31,1
2553,38,M,"Lake Nathanland, California",7,23.26,118,1
2554,58,M,"Port Cheryltown, Tennessee",17,89.32,285,1
2555,20,M,"East Jennifer, Maryland",8,136.35,176,1
2556,67,F,"New Katherine, Texas",16,49.11,285,0
2557,47,M,"Port Abigail, Alabama",11,166.1,108,0
2558,34,F,"East Allen, Missouri",2,136.29,157,1
2559,52,F,"Lake Leonard, Delaware",9,186.13,70,0
2560,57,F,"South Robertbury, West Virginia",3,38.84,2,0
2561,60,M,"West Michael, Alabama",5,74.83,238,1
2562,40,M,"Lake Samuel, New York",3,63.73,141,1
2563,67,M,"Port David, Virginia",7,62.59,360,0
2564,54,F,"Port Jeffreymouth, Delaware",12,156.88,68,0
2565,20,F,"Myersview, Utah",3,98.09,232,0
2566,34,F,"Delgadoport, Arizona",3,34.2,298,1
2567,65,F,"Rebeccaburgh, Kansas",1,73.13,19,1
2568,58,F,"Cookside, Wisconsin",6,96.98,103,0
2569,61,M,"Brownhaven, Idaho",17,147.6,160,0
2570,45,F,"New Danielleton, Indiana",11,67.52,242,0
2571,45,F,"Reynoldsstad, Colorado",15,161.27,71,1
2572,40,F,"Port Dylan, West Virginia",6,53.12,337,0
2573,26,F,"Lake Alejandra, Georgia",14,22.51,285,1
2574,20,M,"Lake Ryantown, Indiana",19,101.04,272,0
2575,54,F,"Tonyaton, Iowa",9,66.0,54,0
2576,22,F,"Smithtown, Ohio",9,86.23,307,0
2577,55,F,"Johnsonview, Texas",12,75.93,288,0
2578,47,F,"Kellichester, North Dakota",8,117.16,226,0
2579,65,F,"Port Nathan, Ohio",5,106.79,20,1
2580,68,F,"West Timothybury, North Carolina",18,140.02,140,0
2581,51,M,"Jacobland, California",1,113.34,148,0
2582,25,M,"Sharpview, New Jersey",18,102.64,346,1
2583,32,M,"West Rachel, North Dakota",9,176.55,168,0
2584,22,M,"Lauriemouth, Virginia",13,132.71,298,1
2585,65,M,"North Michaelport, South Dakota",18,70.32,15,0
2586,63,M,"Rhodeshaven, South Carolina",2,76.85,282,1
2587,40,M,"Johnathanstad, Arkansas",13,173.14,274,0
2588,48,F,"Stephanietown, New Mexico",10,161.12,53,1
2589,61,M,"Odonnellborough, Indiana",6,133.17,308,1
2590,59,M,"New Harold, Washington",17,31.93,235,0
2591,68,F,"Rodriguezton, Nebraska",4,151.44,250,0
2592,36,F,"Rebeccafort, South Carolina",6,97.47,308,0
2593,64,M,"New Nancyview, Alabama",18,130.98,130,1
2594,30,F,"Port Tina, North Carolina",1,32.94,98,0
2595,48,M,"Terriport, Indiana",14,102.66,341,1
2596,40,M,"Lake Michellefurt, Kansas",3,116.38,101,0
2597,59,F,"Jasonstad, Kentucky",15,66.68,66,0
2598,38,M,"Amandahaven, North Dakota",9,134.16,151,0
2599,69,F,"South Amyshire, Ohio",8,130.29,291,1
2600,37,M,"Richardtown, New York",5,144.33,78,1
2601,41,F,"New Michaelchester, Utah",15,126.84,310,0
2602,44,M,"Port Nancy, Arkansas",11,180.67,160,0
2603,56,F,"Barryberg, Kansas",17,77.94,160,1
2604,59,M,"Mooreport, Georgia",8,77.36,177,1
2605,25,F,"East Laura, Delaware",18,165.81,76,0
2606,41,F,"North Lauren, Connecticut",4,199.69,356,1
2607,25,F,"Freemanborough, New Mexico",9,33.89,198,1
2608,33,M,"Mclaughlinborough, Idaho",15,12.19,68,0
2609,62,M,"Port Rebecca, Kansas",1,186.47,8,1
2610,50,F,"Murphyshire, Mississippi",5,79.63,28,1
2611,67,F,"East Nancyborough, Minnesota",11,14.9,295,0
2612,50,F,"New Robinton, Tennessee",1,139.82,55,0
2613,55,F,"Guerreroburgh, Vermont",2,37.17,123,0
2614,55,F,"Marquezmouth, Vermont",13,36.11,199,1
2615,25,M,"Anthonyport, Delaware",15,29.3,250,1
2616,63,F,"West Susan, North Dakota",8,89.17,344,1
2617,35,M,"Michaelstad, Oklahoma",17,49.12,99,0
2618,22,M,"New James, Maine",4,84.93,334,1
2619,41,F,"Waltersside, Nevada",5,100.6,83,1
2620,60,F,"Darrylshire, Kentucky",14,86.82,224,1
2621,56,F,"Port Brian, Kansas",1,72.39,332,0
2622,67,F,"Brennanborough, Idaho",3,21.34,150,1
2623,41,F,"Huberview, Iowa",3,69.91,43,1
2624,41,F,"Christopherville, Nevada",10,11.06,112,0
2625,38,M,"East Amandamouth, Minnesota",6,89.76,179,1
2626,32,M,"Higginsville, Tennessee",10,17.82,222,0
2627,30,M,"Paulland, Nevada",13,132.21,292,1
2628,57,F,"Amystad, New Hampshire",15,99.59,333,0
2629,42,F,"Joshuaborough, Maryland",11,180.26,204,1
2630,58,M,"Ericaburgh, Wisconsin",16,164.95,15,1
2631,40,F,"Kingfort, Arkansas",8,34.11,295,0
2632,36,F,"Kingtown, Wyoming",8,57.27,164,0
2633,43,M,"Meaganshire, North Carolina",5,187.15,209,1
2634,66,M,"Lake Donaldton, Nevada",6,197.29,46,0
2635,68,M,"Benjaminchester, Washington",19,96.81,196,0
2636,66,F,"Amberchester, Arizona",6,100.21,325,0
2637,21,M,"West Courtneyview, Nebraska",1,188.33,275,0
2638,59,M,"South Matthewview, Rhode Island",9,154.15,360,1
2639,36,M,"Lake Jamie, Arkansas",10,89.83,43,1
2640,52,F,"Brownmouth, South Carolina",7,141.2,302,1
2641,43,F,"New Robert, Florida",6,113.97,285,1
2642,54,M,"Silvafurt, South Dakota",3,77.02,127,0
2643,65,M,"Port Kirstenberg, Alabama",4,30.68,44,1
2644,56,M,"South Derek, Wyoming",19,179.54,144,0
2645,62,M,"Rojasberg, Wisconsin",1,163.35,357,1
2646,60,F,"Davidton, Iowa",5,98.02,146,1
2647,32,M,"South Brentfort, North Dakota",11,69.61,122,1
2648,19,F,"Aprilmouth, Arkansas",10,21.26,114,0
2649,57,M,"Lake Annettemouth, Ohio",19,193.4,292,1
2650,66,F,"Albertmouth, Colorado",8,157.53,53,1
2651,35,M,"Andrewfurt, Idaho",5,28.0,32,0
2652,31,M,"East Erinchester, New York",18,11.45,323,0
2653,67,M,"Jacquelineview, Georgia",15,145.75,33,0
2654,50,F,"New Amandastad, Missouri",19,69.05,260,0
2655,68,F,"Thompsonborough, Rhode Island",15,11.03,126,0
2656,48,F,"Sheilatown, Arkansas",14,65.78,135,1
2657,19,F,"West Davidshire, Rhode Island",16,88.56,61,1
2658,66,F,"Patrickhaven, Arkansas",13,126.63,259,1
2659,53,M,"Troyville, Missouri",6,128.75,329,0
2660,64,M,"Stanleymouth, Ohio",2,71.67,154,1
2661,35,M,"North Christopher, South Dakota",6,138.51,165,0
2662,19,M,"East Jenniferside, Maine",16,138.14,229,0
2663,34,M,"Townsendmouth, Montana",6,21.58,117,1
2664,56,F,"Ambermouth, North Carolina",10,67.8,252,0
2665,32,F,"Loganborough, North Carolina",11,121.05,2,1
2666,44,M,"New Joel, New Hampshire",15,37.63,5,0
2667,40,F,"Jenningsstad, Kansas",3,63.35,248,1
2668,24,M,"Scottport, Vermont",16,156.53,241,0
2669,55,M,"Johnberg, Kentucky",18,83.43,138,1
2670,32,F,"New Chad, West Virginia",4,55.86,290,0
2671,59,F,"Allentown, Iowa",16,56.13,15,0
2672,40,F,"Wheelerchester, Virginia",1,183.29,94,1
2673,43,M,"East Mackenzie, Michigan",5,86.05,242,1
2674,42,F,"Courtneystad, Washington",3,180.06,299,0
2675,27,F,"New Michaelborough, Wisconsin",9,60.02,295,1
2676,38,M,"West Colton, Washington",4,113.2,314,1
2677,67,F,"Port Dana, Alabama",6,122.14,46,1
2678,51,M,"Williamville, Washington",13,105.07,172,1
2679,22,M,"South Michelleborough, South Dakota",5,65.95,349,0
2680,45,F,"Jacobsberg, Pennsylvania",18,47.36,197,1
2681,69,F,"South Matthewmouth, Connecticut",13,187.4,151,0
2682,52,M,"Port Matthew, Montana",18,189.68,355,0
2683,39,M,"East Caseyfort, Pennsylvania",6,65.96,277,0
2684,51,F,"Campbellview, South Carolina",18,197.35,313,0
2685,25,M,"Lake Amy, South Carolina",16,137.2,67,1
2686,41,F,"South Brian, Georgia",19,144.56,147,1
2687,62,F,"Brittanychester, West Virginia",15,45.57,349,1
2688,25,F,"Justinside, Georgia",15,119.66,76,0
2689,19,M,"Fowlershire, New York",17,61.64,301,1
2690,52,F,"Gutierrezfort, South Carolina",10,175.83,74,1
2691,21,M,"Marcusfurt, North Carolina",3,22.11,147,1
2692,58,F,"Port Donaldmouth, Utah",16,56.88,282,1
2693,43,M,"Scottstad, Nebraska",17,185.23,262,0
2694,44,M,"East Roy, New Jersey",17,25.97,84,0
2695,22,F,"West Christianhaven, Nevada",10,74.47,62,1
2696,66,F,"Lisaburgh, Ohio",17,127.53,106,0
2697,50,F,"Gilberttown, Arkansas",13,77.11,49,1
2698,62,F,"Barbaraborough, Wisconsin",6,59.3,349,1
2699,22,F,"East Bradley, Massachusetts",17,91.2,362,1
2700,45,F,"Petersonton, Washington",1,139.48,57,1
2701,62,M,"North Hannahbury, Missouri",5,86.88,275,0
2702,40,M,"South Brandon, Pennsylvania",6,184.3,162,0
2703,66,F,"East Nathan, Alaska",6,89.12,142,0
2704,23,M,"Port Ericport, Kansas",12,75.44,222,0
2705,47,M,"East Christophershire, Alabama",5,175.4,67,1
2706,37,M,"West Colton, North Dakota",12,81.95,303,1
2707,43,F,"New Jenniferberg, Mississippi",10,46.0,148,0
2708,66,F,"New Randy, North Carolina",8,136.15,75,1
2709,25,F,"East Emilyside, Wyoming",3,160.82,112,0
2710,60,F,"Lake Wesley, New Jersey",6,111.03,38,0
2711,63,F,"Millermouth, New Hampshire",1,45.65,46,0
2712,36,M,"East Samantha, Virginia",6,152.59,150,1
2713,34,M,"South Austin, Alaska",11,123.87,108,1
2714,50,F,"Port Andreaside, Oklahoma",13,170.55,72,1
2715,34,F,"Allenville, Arkansas",12,74.95,169,1
2716,22,F,"New James, Arkansas",15,84.03,33,0
2717,24,F,"Lake Michellefurt, California",2,193.68,349,0
2718,24,M,"Brendatown, New Jersey",2,107.83,92,0
2719,49,F,"Johnsonstad, Mississippi",3,179.07,362,0
2720,64,F,"Melissamouth, Arizona",5,142.03,178,0
2721,48,M,"Laraville, Illinois",15,176.36,99,1
2722,61,F,"New Gary, Washington",17,104.2,175,1
2723,27,M,"New Crystal, Colorado",4,147.36,304,1
2724,45,F,"Lake Kimberly, South Carolina",5,88.94,288,1
2725,25,M,"Port Alexandertown, New Mexico",2,44.95,66,0
2726,30,M,"Mooreville, Iowa",16,77.46,61,0
2727,58,M,"East Karenton, North Carolina",13,194.28,107,1
2728,65,M,"East Marychester, Texas",19,15.21,342,1
2729,51,F,"West Noahside, Louisiana",11,166.73,142,0
2730,21,M,"East Kellybury, Wisconsin",7,191.56,360,1
2731,36,F,"Kellerstad, Arizona",9,46.41,192,1
2732,37,M,"Allisonmouth, Wyoming",2,35.27,147,1
2733,48,M,"West Mitchellmouth, Texas",15,40.72,73,0
2734,33,M,"Jenniferfort, New Hampshire",7,16.29,117,1
2735,30,M,"Lake Crystal, Texas",1,95.69,89,0
2736,38,F,"Fordhaven, New Mexico",9,186.12,357,1
2737,65,M,"Jenniferborough, Minnesota",12,145.54,105,0
2738,48,F,"Alexandertown, Missouri",8,28.09,272,0
2739,33,F,"Pittmanton, Louisiana",11,176.79,332,0
2740,53,F,"Carneyfort, Kansas",14,192.03,292,0
2741,40,F,"North Yolandaview, Utah",10,15.1,159,0
2742,21,M,"Tiffanybury, Hawaii",19,194.43,107,0
2743,67,F,"Madisontown, Connecticut",14,112.91,96,0
2744,58,F,"West Kristina, Montana",13,57.36,235,0
2745,40,M,"North Tina, Tennessee",10,155.7,142,1
2746,34,M,"Aaronside, Wisconsin",3,68.75,233,1
2747,57,M,"Harmonmouth, Nebraska",6,60.41,158,1
2748,61,F,"Eatonmouth, Texas",5,61.37,276,0
2749,61,F,"East Joseph, Pennsylvania",2,89.38,171,0
2750,31,M,"Bradleyfort, Maryland",18,46.34,172,1
2751,55,F,"Nicoleside, Ohio",1,12.83,238,1
2752,46,M,"North Rebeccabury, Colorado",3,198.04,4,1
2753,43,F,"West Cynthia, Alaska",7,10.56,11,0
2754,66,M,"Nicholashaven, Ohio",11,129.66,260,0
2755,41,M,"New David, California",17,115.75,19,1
2756,25,F,"Yorkfort, California",19,136.08,50,0
2757,43,M,"New Andrea, Alaska",18,34.51,177,0
2758,44,F,"East Joann, Wyoming",16,184.58,81,1
2759,35,F,"Roseberg, Idaho",14,27.68,2,1
2760,28,M,"Sarahfort, Nevada",14,119.6,145,0
2761,53,M,"Port Kimberlyland, Maine",9,92.28,123,0
2762,64,F,"South Gina, New Mexico",3,166.95,139,0
2763,40,M,"Stephenmouth, Utah",3,53.08,240,1
2764,56,F,"East Kathy, Mississippi",18,73.14,22,0
2765,44,M,"North Donna, Virginia",3,141.69,190,0
2766,54,F,"North Jaime, Virginia",6,137.74,10,0
2767,42,F,"Emilymouth, Michigan",2,22.5,21,0
2768,33,F,"Mariafort, Utah",19,175.64,40,1
2769,26,M,"North Elizabeth, Missouri",1,29.23,243,1
2770,27,M,"Stewartbury, North Carolina",5,34.1,223,0
2771,30,F,"Stacyton, Nebraska",14,138.97,158,0
2772,20,M,"Joneston, Louisiana",1,84.02,158,1
2773,41,F,"Paulaland, New Mexico",4,92.92,157,0
2774,45,M,"New Misty, Maryland",12,135.09,76,0
2775,51,M,"North Stephanie, Utah",19,50.29,23,0
